kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
8838950,candidate,4.02321842,135.41629,0.396,2.162,81.2,88.28,9.8,2,0.3155,4671,4.721,0.528,0.534,14.363
4840513,non-candidate,2.379282197,133.651365,0.003,3.1729,48434,89.97,538,2,0.8183,6392,4.399,1.162,1.232,15.189
8165617,candidate,214.013044,179.8607,0.1289,7.87,123.2,89.95,9,1,,6698,4.267,1.37,1.273,12.445
6105462,candidate,25.0823402,134.13568,0.865,6.423,244.6,86.89,30.5,2,0.2653,6429,4.241,1.262,1.011,13.838
6185331,candidate,49.7700907,159.98658,0.655,10.065,3529.2,88.8,109.8,1,0.9022,5774,4.567,0.818,0.907,15.64
4455763,non-candidate,0.766298172,131.687569,0.813,1.78462,19401,73.14,368.9,1,0,6267,4.431,0.996,0.976,15.581
3545583,non-candidate,407.59415,273.5955,0.0274,7.3,462.4,89.95,7.7,1,,6198,4.402,0.974,0.872,14.854
6952570,non-candidate,122.713036,135.2952,0.5737,3.999,290.7,89.95,6.5,1,,6244,4.46,1.009,1.069,15.158
7135549,candidate,22.50053441,150.2171942,,7.44,,,,1,,,,,,13.903
9411166,candidate,15.09521323,139.474359,,3.41,,,,3,,,,,,15.356
5196851,non-candidate,0.541396363,131.5974,0.0783,2.384,181,87.66,20.4,1,,7118,4.212,1.489,1.322,12.509
6531617,candidate,433.220461,271.04277,0.178,2.725,725.1,89.99,9.5,1,0.5557,5232,4.519,0.777,0.727,14.546
4284147,non-candidate,1.1611022,132.2174,,2.48,,,,1,0.8794,,,,,15.742
6681233,non-candidate,32.63286247,177.22208,,3.08,,,,1,,,,,,14.949
6690082,candidate,4.807103254,134.640371,0.94,0.9393,450.5,86.65,32.9,2,0.857,5534,4.338,1.08,0.926,14.466
5962509,non-candidate,0.790049989,132.11148,0.185,2.794,70.8,85.23,12.3,1,0.0219,5427,4.53,0.808,0.807,15.53
8494410,non-candidate,208.8690972,273.692419,1.056,4.5707,21307,89.76,413.8,2,0.1247,5914,4.421,0.987,0.938,14.461
9908486,non-candidate,36.6092739,138.77398,0.26,1.835,1102,89.9,7.6,1,0.8201,4770,2.319,16.114,1.973,13.823
3935914,candidate,1.594745374,170.6483505,0.514,1.9604,15044,85.25,1009.3,1,1,5934,4.491,0.893,0.901,15.53
6621116,non-candidate,137.759605,173.16476,0.776,9.1713,83298,89.63,885.9,1,0.0112,5323,4.085,1.452,0.934,15.324
9569711,candidate,6.05919881,133.67437,0.438,1.365,154.2,89.19,11.7,1,0.9287,5734,4.462,0.962,0.977,12.253
5942112,non-candidate,125.9578198,134.667118,,8.63,,,,1,,,,,,15.184
3863877,candidate,288.07937,355.49261,0.0483,3.161,991,89.95,7.6,1,,5825,4.504,0.965,1.083,15.212
5475042,candidate,1.242639742,131.88125,0.152,1.763,159.3,88.39,16.1,1,0.684,5520,4.572,0.818,0.917,15.33
8494410,candidate,7.2593226,131.71082,0.366,6.1394,247.5,87.55,40.1,2,0.0538,5914,4.421,0.987,0.938,14.461
6048106,non-candidate,1.559360638,132.53955,0.647,5.4458,280070,78.79,419.9,1,-1,7002,4.193,1.488,1.261,14.091
9574614,candidate,0.982090079,131.701452,1.278,1.44892,5396.7,63.54,304.1,1,0,5472,4.573,0.742,0.75,15.933
7840044,non-candidate,13.54204116,171.09767,0.722,3.334,338.7,88.15,26.4,1,0.76,5891,4.395,1.015,0.934,14.53
5531953,candidate,21.9139549,148.52144,1.2,3.271,584.4,84.78,11.8,4,0.0965,3638,4.844,0.42,0.45,15.855
12252732,non-candidate,595.78152,363.7685,0.164,15.97,84.9,89.97,10.6,1,0.5299,5618,4.155,1.288,0.865,11.446
3752110,candidate,27.9430245,136.8697,0.052,6.125,308.6,89.92,12.3,1,0.3026,6468,4.363,1.25,1.313,15.243
8218379,candidate,10.1384691,137.7149,0.207,4.026,92.8,89.37,9.1,2,0.2528,5483,4.589,0.779,0.865,14.64
5819801,candidate,11.8299383,138.3039,0.502,5.168,41.4,88.12,11.7,1,0.3218,5747,3.802,2.431,1.365,12.327
10534155,candidate,4.32710895,133.40886,1.158,1.387,108.9,72.1,12.9,1,0.5913,5776,4.018,1.455,0.804,13.404
4757437,candidate,13.19322809,175.6096,0.005,5.0036,585.7,89.99,50.9,2,0.5262,5946,4.309,1.223,1.113,14.606
11252617,non-candidate,4.478116695,132.8719936,0.622,3.357,117980,87.05,3665.4,2,0.1353,6304,4.435,1.058,1.11,15.534
4470888,non-candidate,523.36921,185.174,1.0046,1.007,9918,89.95,8.4,1,,6397,4.508,0.913,0.978,15.577
5444276,candidate,0.708965461,132.20988,0.6201,3.946,87.2,62.45,13.1,1,,6528,4.384,1.155,1.177,12.798
1027438,non-candidate,110.6157662,145.83537,,5,,,,1,,,,,,13.62
7808587,candidate,6.24145791,134.88892,0.029,3.0998,163.7,89.89,30.8,1,0.7843,5810,4.25,1.259,1.026,13.939
7758018,candidate,363.41165,404.2733,0.3923,14.79,961.7,89.95,17.4,1,,6025,4.472,0.999,1.08,15.445
8027902,non-candidate,1.79621807,131.54732,0.72,10.16,47,55.41,42,1,0.2672,7117,3.988,2.09,1.548,12.895
10407054,non-candidate,0.933754669,132.44306,0.728,4.048,89.3,60.78,43.2,1,0.3135,6443,4.146,1.457,1.083,13.343
8257205,candidate,7.12766417,136.00586,0.125,2.491,229.2,89.67,16,2,0.0085,5159,4.548,0.821,0.868,14.839
6871071,candidate,5.02818253,134.10891,0.3,3.526,181.3,88.37,26.1,5,0.8626,5640,4.087,1.515,1.024,14.686
9644411,non-candidate,0.379412331,131.61159,0.243,1.561,594,82.85,20.2,1,0.9522,4331,4.62,0.666,0.675,14.785
10462462,non-candidate,0.85581563,132.1452541,,10.27,,,,1,-1,,,,,16.951
6678383,candidate,23.66834635,132.71421,0.758,5.8297,449.4,87.95,112.8,4,0.0226,5979,4.394,1.005,0.913,12.596
11769801,non-candidate,29.7123181,151.5603,1.202,70.3707,385.4,31.46,130,1,0.1949,6440,3.984,1.921,1.299,11.549
7115597,non-candidate,0.566791946,131.8145,0.982,2.77,125.7,23.41,14.1,1,0.9565,5836,4.5,0.97,1.087,15.915
5524229,candidate,22.4932751,132.2511,0.1313,3.172,152,89.95,11.2,1,,5186,3.273,4.98,1.699,11.4
7347246,candidate,86.1160885,134.8808,0.016,6.058,875.2,89.99,17.8,1,0.485,6161,4.454,1.053,1.15,15.831
9579753,non-candidate,1.08908149,132.0192,0.31,2.262,130.7,85.05,9.9,1,0.902,4327,4.639,0.614,0.6,15.597
5796186,non-candidate,320.1847186,423.2096375,,11.94,,,,2,,,,,,13.909
3973504,non-candidate,4.318726936,131.605675,0.867,2.67349,59429,85.84,394.4,1,0.9515,5896,4.518,0.916,1.008,15.69
10019708,non-candidate,8.78458274,135.37812,0.681,6.459,210.8,85.03,25.9,2,0.1908,5927,4.046,1.691,1.161,14.879
5513833,non-candidate,0.755101141,131.8211,0.523,3.371,76.7,71.5,13.4,1,0.8368,3256,5.071,0.207,0.184,15.237
5653072,non-candidate,3.22452656,132.50118,0.0995,5.156,57.5,88.81,24.3,1,,3857,1.338,34.674,0.954,12.474
7907808,candidate,0.655939788,132.09997,0.301,1.318,73,85.34,18.7,1,0.8408,4968,3.924,1.755,0.944,14.511
9842906,non-candidate,4.9883873,358.23526,0.944,9.059,507.6,61.07,42.4,1,0.0056,6418,4.395,1.171,1.241,15.447
7732285,non-candidate,4.39049637,134.12735,0.389,3.0112,113.5,87.86,31.1,1,0.3763,6429,3.989,1.908,1.298,13.33
10339000,candidate,69.775633,147.9367,0.3519,9.205,140.9,89.38,9.7,1,,6224,4.413,0.983,0.91,14.333
8180063,non-candidate,5.795063956,172.697467,0.949,3.2496,1692.9,81.1,119.4,1,0.9339,5865,4.563,0.827,0.914,15.289
9407689,non-candidate,130.110715,165.4972,0.1883,2.227,251.9,89.95,6.4,1,,5960,4.561,0.828,0.91,14.241
10546063,candidate,10.6982275,140.6793,0.032,3.198,246,89.93,9.1,1,0.6834,6277,4.417,1.097,1.148,15.833
9944201,candidate,0.721522907,131.7091421,0.831,1.4521,22528,75.08,815.3,1,0.0811,4893,4.634,0.625,0.614,15.069
6767840,candidate,8.679037,140.90423,0.224,2.864,301.6,89.44,19.9,1,0.0739,6117,4.42,1.027,1.008,15.18
10023469,non-candidate,44.637111,157.2998,0.029,5.868,282.5,89.97,9.4,1,0.2965,5222,4.518,0.78,0.73,15.292
2438502,non-candidate,8.360616221,172.264978,0.21,7.5385,28066,88.75,425.6,1,0.5845,5463,3.79,2.445,1.343,16.209
4813563,candidate,36.5157639,151.28989,0.787,3.6577,861.3,89.11,34.7,1,0.0509,4847,4.54,0.781,0.772,14.254
5091614,non-candidate,21.14245855,138.3916328,0.971,5.17846,73961,88.24,3830.9,1,0.1947,6079,4.495,0.945,1.019,14.083
5033823,candidate,0.741768294,131.57747,1.201,0.4164,60.3,60.2,14,1,-1,5897,3.637,3.147,1.566,13.469
1718189,candidate,86.723653,195.3511,0.662,4.852,241,89.64,9.4,3,0.1545,5830,4.54,0.876,0.97,14.246
3558803,non-candidate,1.353414369,131.67312,1.202,13.416,610.2,12.86,100.8,1,0.0688,4850,2.865,8.586,1.969,12.318
10055126,candidate,232.040326,262.2531,0.61,12.235,290.8,89.7,15.2,3,0.3169,5903,4.3,1.156,0.974,13.797
8074328,candidate,4.267961416,134.07063,0.255,1.3427,127.4,89.39,24.6,1,0.732,6395,4.275,1.237,1.048,13.047
11134879,candidate,4.30165843,172.311001,0.547,2.1055,739.4,87.69,88.3,1,0.4329,5480,4.509,0.865,0.881,14.332
12316431,non-candidate,17.90766147,175.55977,0.978,5.396,1089.3,84.04,78.4,1,0.5414,6153,4.471,0.993,1.065,14.162
7123580,non-candidate,326.3659519,253.1342058,,3.75,,,,1,,,,,,14.983
9475552,candidate,0.843379985,131.966174,0.696,1.4474,343.3,78.23,53.6,2,0.9866,4818,4.481,0.856,0.809,14.975
5036537,non-candidate,1.06100873,132.521276,0.882,2.6715,6367.1,65.89,174.9,1,0.0795,5080,4.417,0.947,0.855,15.564
10973583,non-candidate,6.256352128,133.543181,1.269,2.3512,3289.3,81.56,120.4,1,0.6955,5772,4.549,0.836,0.903,15.798
11177707,candidate,124.4197175,150.59616,0.017,3.7197,4107,90,39.9,1,0.2033,5066,3.974,1.659,0.945,15.74
4078157,candidate,142.685885,175.9722,0.1086,3.792,1195,89.95,9.3,2,,5767,4.57,0.799,0.866,15.484
5003670,candidate,4.52628739,134.32065,0.5,3.736,99.6,86.48,12.5,3,0.1579,5700,4.434,1.006,1.003,14.955
5629985,non-candidate,2.27190723,134.79852,0.719,5.383,149,72.88,36.8,1,0.7053,5788,4.506,0.856,0.856,14.459
10149023,candidate,9.95639775,134.29186,1.222,5.615,510.5,69.16,32.9,1,0.8136,6161,4.454,1.053,1.15,15.22
10928043,candidate,6.84639884,133.76181,0.9,3.4919,149.7,82.65,36.3,1,0.1345,6065,4.251,1.31,1.115,13.137
6200810,candidate,35.8754482,147.5086,0.026,3.972,366.7,89.98,12.6,1,0.2448,6559,4.357,1.218,1.235,15.353
7906739,non-candidate,7.01476115,136.88345,0.687,3.945,122.1,86.1,27.5,1,0.3041,5912,4.501,0.87,0.875,13.601
5211470,non-candidate,2.404293523,132.755943,1.364,4.4649,8150.9,59.99,471.2,2,0.1177,4697,2.204,17.032,1.691,13.094
8703887,non-candidate,14.17097278,175.60775,0.579,3.7316,13496,88.8,308.1,1,0.1692,8347,4.231,1.715,1.826,11.054
12406807,candidate,7.9069765,138.427,0.038,4.634,126.1,89.84,8.3,2,0.881,6347,4.464,0.996,1.053,15.372
5602409,non-candidate,136.830243,138.5183,0.3813,2.956,464.3,89.95,8.4,1,,5096,3.007,8.038,2.394,13.762
8241258,non-candidate,480.19416,257.1738,0.1548,10.76,372.3,89.95,9.1,1,,6072,4.51,0.923,1.005,14.382
8076215,candidate,97.5137491,156.92462,0.0922,2.655,279.8,89.95,9.1,1,,5437,3.57,3.18,1.372,12.603
10658177,candidate,113.083522,217.1521,0.039,10.315,130.7,89.97,13,1,0.0582,5903,4.179,1.4,1.079,13.336
8773948,non-candidate,33.46947449,154.008513,0.315,11.8874,164610,89.38,1255.2,1,0.0001,5934,3.581,3.075,1.315,13.714
5398002,non-candidate,14.15849823,134.0065,1.204,46.356,347.3,22.81,225.1,1,0.9927,8753,3.668,3.746,2.385,11.98
10140122,candidate,0.849362238,132.14191,0.453,1.36,114.9,84.05,11.9,1,0.7454,4973,4.595,0.788,0.891,15.357
6864706,candidate,14.5909249,142.72,0.3084,1.591,146.9,89.95,6.3,1,,5214,4.527,0.766,0.72,14.953
11176127,candidate,77.4740991,184.24533,0.758,4.168,1543.6,89.57,27.5,3,0.0014,4463,4.677,0.611,0.662,15.415
9897364,candidate,64.2729088,186.7353,0.908,12.136,1213.9,87.44,27.4,1,0.6058,6341,4.278,1.299,1.165,15.589
6545358,non-candidate,1.171536413,178.597581,0.973,1.5878,1132.7,65.58,67,1,0.9299,7021,4.275,1.485,1.514,15.634
9205993,non-candidate,1.219736039,132.12417,0.229,4.89465,611520,86.24,1037.2,1,-1,7358,4.171,1.637,1.449,14.871
2440757,non-candidate,1.433769925,170.403536,1.268,1.8868,1976.3,58.99,112.6,1,0.0003,6017,4.22,1.339,1.083,15.122
5952366,non-candidate,0.905679492,132.196318,1.272,2.1164,2299,44.82,59.3,2,0.986,5780,4.438,1,1,13.38
8804937,non-candidate,181.3537,190.4847,0.5983,16.19,455,89.38,11.7,1,,5900,4.509,0.951,1.065,15.914
11922648,non-candidate,1.75643185,132.0575,0.115,2.397,51.6,88.83,9.6,1,0.0894,5696,4.57,0.812,0.902,14.529
5790807,non-candidate,79.99623328,207.126264,0.594,6.3339,24384,89.64,721.9,1,0.2228,6796,3.88,2.49,1.715,9.954
10600261,candidate,2.09227115,133.06258,0.271,2.4062,207.6,87.62,30,3,0.9545,5565,4.117,1.439,0.989,14.915
10556180,non-candidate,1.02104719,131.5654,1.0867,6.39,246.1,8.59,18.5,1,,6444,4.376,1.2,1.248,15.367
11922782,non-candidate,1.756466865,132.030299,0.824,4.7781,188220,77.63,541.9,1,-1,5726,4.077,1.465,0.935,10.46
5342061,candidate,64.034363,159.0432,0.985,9.174,758.8,86.84,16.9,1,0.926,5691,4.561,0.783,0.814,15.341
5091075,non-candidate,1.25625738,131.7577,0.8208,9.726,15.2,39.53,50.1,1,,7450,3.68,3.063,1.637,11.857
8218274,non-candidate,1.187352427,133.465454,1.222,4.999,20703,48.04,717.4,1,0.4345,6424,4.186,1.489,1.243,13.623
9934208,non-candidate,9.058487716,137.3378842,0.213,4.14334,127970,89.44,2098.9,1,0,4340,4.671,0.573,0.561,15.507
6438099,candidate,21.61313362,137.02689,0.714,1.52,818.1,89.49,13.8,1,0.0125,5267,4.681,0.632,0.701,15.862
7516809,non-candidate,0.241842544,131.86819,0.3064,0.7257,203.3,83.08,29.3,1,,5834,4.577,0.797,0.875,15.525
8940700,non-candidate,190.60563,229.5171,0.0108,14.33,153.6,89.95,11.6,1,,6200,4.214,1.287,0.99,13.431
10965588,candidate,62.8917493,139.12778,0.632,6.831,791,89.36,22.6,1,0.4521,5052,4.48,0.855,0.805,15.481
12066335,candidate,10.06524317,136.28906,0.628,1.369,1053.3,89.22,30.3,2,0.0088,4077,4.702,0.56,0.576,15.385
7663405,candidate,5.1443645,133.83044,0.031,2.703,310.7,89.88,20.2,2,0.3117,5157,4.445,0.904,0.83,15.369
12366084,candidate,4.431238488,171.015,0.405,3.15,1010.9,87.72,71.1,3,0.52,5714,4.428,1.015,1.007,15.367
10963065,candidate,2.465024332,132.68122,0.548,1.262,30.7,87.51,23.2,1,0.3016,6139,4.291,1.194,1.016,8.769
5683743,candidate,4.147021189,170.325835,0.255,2.8997,3680.7,88.7,421.2,1,0.0116,5818,4.266,1.205,0.977,14.288
9597345,candidate,124.5245224,254.17788,0.004,9.654,689.9,90,47.5,3,0.4956,5497,4.394,1.046,0.988,13.967
7031340,non-candidate,0.566769068,131.8681,0.773,3.011,40,52.49,14.9,1,0.9777,5496,3.998,1.533,0.853,14.447
9642018,candidate,0.505111993,131.51614,0.841,0.4053,212.8,81.27,18.7,1,1,5262,4.59,0.783,0.875,15.544
9044228,candidate,0.934885365,131.580676,0.731,1.4083,270.4,78.54,57.8,1,0.5954,4777,3.909,1.795,0.953,14.145
10383729,non-candidate,0.734548624,132.16826,0.747,2.207,58.6,67.08,25.1,1,0.7924,6046,4.478,1.007,1.111,13.594
10018364,non-candidate,105.6327297,229.1273427,,2.73,,,,1,,,,,,13.568
5431027,candidate,8.8233996,136.8921,0.022,6.735,104.6,89.88,13.3,1,0.8354,5602,4.269,1.121,0.852,14.598
8013419,candidate,12.73262407,176.939054,0.811,2.2083,6465.7,88.53,210.5,1,0.6031,3950,4.721,0.541,0.563,15.75
5444549,non-candidate,31.13862664,415.9492,0.889,5.2482,11427,88.34,163.7,1,0.0047,5919,4.485,1,1.114,15.821
9579641,candidate,5.412203927,133.143089,0.787,2.9472,601.6,85.12,166.7,3,0.2265,5779,4.339,1.087,0.941,12.791
5036480,non-candidate,1.061002863,132.52463,0.337,1.962,142.4,85.16,15.7,1,0.1914,5767,4.538,0.881,0.979,15.213
9203154,candidate,0.839907158,131.69426,0.23,1.019,119.6,87.89,10.7,1,0.9755,5120,4.478,0.853,0.797,15.695
9717943,candidate,6.11010439,136.91214,0.284,2.314,59.7,89.16,11.8,1,0.1568,6213,4.387,1.195,1.27,12.716
5652893,candidate,14.00948631,132.96947,0.268,3.399,169.9,89.5,22.6,1,0.2191,5153,4.551,0.767,0.763,13.38
8145958,candidate,3.07551068,134.46857,0.005,1.683,46.1,89.98,10.1,1,0.0215,5763,4.256,1.242,1.014,13.359
7189825,non-candidate,574.69029,392.483,0.004,4.269,276.8,89.95,7.2,1,,5503,4.557,0.764,0.768,13.873
10000490,non-candidate,1.400991827,132.453975,1.093,4.8798,64104,63.84,669.6,1,0.0003,6706,4.026,1.924,1.436,11.244
9509223,non-candidate,14.2005007,135.7279,1.106,5.232,80.6,68.83,10.6,1,0.0353,6332,4.406,1.065,1.048,13.594
9573685,candidate,5.94565516,133.99359,0.229,2.1604,401.2,89.37,28.5,1,0.2667,3974,4.7,0.564,0.581,15.026
11145391,candidate,623.2344,274.3089,0.0831,14.448,602.8,89.95,15.8,1,,5600,4.496,0.839,0.804,14.645
11918099,candidate,2.337437946,171.761982,0.28,1.9982,971.2,88.19,82.4,2,0.6818,5005,4.595,0.765,0.85,15.334
11671579,candidate,5.17624997,133.7381,0.097,5.261,78.7,89.26,13.4,1,0.2254,5578,4.088,1.497,1.001,14.435
7692093,non-candidate,91.172033,154.9657,0.005,6.676,368.5,90,7.3,2,0.1159,5552,4.562,0.836,0.931,15.927
11826400,non-candidate,5.889372452,134.779685,0.403,4.94674,56841,87.81,4146.7,1,0.0483,7249,3.993,2.071,1.537,12.472
1996679,non-candidate,145.5624926,146.0588,1.274,5.4126,2931.6,89.11,58.1,1,0.4836,6148,4.346,1.095,0.969,13.884
7684873,non-candidate,2.947376671,171.522978,2.641,2.0911,433.2,47.65,62.3,1,0.1758,8090,4.002,2.234,1.828,10.47
9965184,non-candidate,16.2276756,136.62586,0.633,3.699,525.8,88.65,20.5,1,0.3614,5328,4.447,0.883,0.796,15.388
2305255,non-candidate,24.5714867,156.0157,0.978,29.96,506.4,64.05,31.1,1,0.0529,5977,4.462,0.956,0.967,14.924
6276477,candidate,10.35533116,170.93729,0.029,3.1775,750.6,89.93,49.2,1,0.0892,5501,4.462,0.918,0.891,15.018
8423344,candidate,381.97977,163.1805,0.2178,15.7,900,89.95,10.4,1,,3761,4.724,0.526,0.535,15.494
8313697,non-candidate,224.0258992,335.8214821,,2.93,,,,1,,,,,,15.496
5895158,candidate,1.093665854,132.47213,0.174,1.4399,218.4,88.29,33.5,1,0.9211,5845,4.541,0.874,0.968,14.815
6036286,candidate,546.53309,334.0585,0.6074,16.04,758,89.95,12.3,1,,3434,4.892,0.36,0.368,15.347
7898352,candidate,30.1837021,146.64675,0.011,5.879,974.9,89.98,37.9,2,0.2529,5733,4.281,1.183,0.974,15.505
2299738,candidate,1.8134378,132.6703,0.418,7.776,97.4,76.37,19.1,1,0.8645,5094,4.618,0.7,0.743,13.961
11413812,candidate,5.65378163,131.71154,0.439,1.9483,366.8,88.77,37.8,1,0.108,5988,4.507,0.934,1.021,14.377
6863839,non-candidate,1.926353494,133.68077,0.767,2.5305,185.1,78.81,36.9,1,0.1087,6063,4.481,0.899,0.893,14.618
10191070,non-candidate,1.213745575,170.582782,1.246,5.5835,2012.2,27.8,213.7,1,0.846,4820,4.606,0.661,0.644,15.825
6962977,candidate,11.97884409,178.96957,0.073,3.751,707.9,89.83,27.8,5,0.2093,5296,4.538,0.808,0.821,15.956
12056139,candidate,13.2274753,137.71768,0.803,6.356,229.8,85.35,16.4,1,0.0146,6269,4.405,1.155,1.237,15.05
8439949,candidate,364.98242,188.6133,0.926,12.346,533,89.47,13.1,1,0.9298,6429,4.404,1.116,1.152,14.324
8742735,non-candidate,331.92622,289.5792,0.026,10.84,809,89.99,8.7,1,0.0036,5652,4.577,0.798,0.888,15.986
12016243,candidate,11.8436119,138.0037,0.067,6.044,199.3,89.75,10.4,1,0.6375,6077,4.471,0.999,1.077,15.193
4547480,non-candidate,4.426942241,133.564383,0.951,1.6116,2896.6,84.65,68.9,1,0.8682,5511,4.569,0.746,0.753,15.469
5126627,non-candidate,1.0094779,131.6463,,3.72,,,,1,0.9562,,,,,13.965
4270253,candidate,11.6370303,178.84448,0.066,3.3372,604.3,89.86,36.4,2,0.3996,5576,4.257,1.198,0.945,14.943
7119481,candidate,42.068554,165.0211,0.022,5.723,186.3,89.98,9.8,3,0.2529,6122,4.487,0.964,1.041,14.718
11072016,candidate,1.89873195,132.09278,0.197,1.382,78,88.91,10.2,1,0.8151,5942,4.439,1.05,1.104,14.457
9334027,candidate,284.699924,257.6791,0.3145,3.709,371.1,89.95,7.6,1,,6054,4.425,1.028,1.023,14.403
3547760,non-candidate,9.8480917,136.80247,0.127,3.079,141.9,89.7,9.7,2,0.9417,5289,4.546,0.748,0.717,14.791
6124137,candidate,227.83457,238.7643,0.56,21.59,155.3,89.53,13.1,1,0.2981,6004,3.814,2.193,1.143,13.845
11599038,non-candidate,9.27989,133.7457,0.579,3.33,164.3,88.13,8.6,3,0.4432,6052,4.456,0.967,0.974,15.28
8494617,candidate,22.9221181,133.66805,0.603,8.2,140.3,88.01,24,1,0.1071,5897,4.357,1.081,0.97,13.578
4285107,non-candidate,2.243016513,133.45086,0.737,2.721,299.6,80.58,59.1,1,0.2058,5462,4.614,0.732,0.812,13.98
8581232,non-candidate,4.012537983,134.652406,0.783,2.0101,19796,86.49,166,1,0,4483,4.629,0.63,0.616,15.381
7052511,non-candidate,0.821472455,132.3003,0.2579,2.433,127.1,84.22,11.3,1,,4889,4.503,0.836,0.811,15.758
7190639,non-candidate,98.1020983,170.33189,0.1865,1.225,184.4,89.95,6.9,1,,6669,4.224,1.427,1.251,13.557
4074294,non-candidate,0.892988877,131.56303,0.71,2.4428,85,70.88,43.8,1,0.826,6228,3.668,2.975,1.504,13.013
5440651,non-candidate,0.502807253,131.6152743,1.2503,1.01493,4658.7,56.15,240,1,,5109,4.564,0.715,0.684,15.341
4454752,candidate,1.616883373,169.80396,0.856,1.6325,437.3,78.6,43.9,1,0.9017,4868,3.902,1.816,0.959,14.411
6863161,non-candidate,1.98663794,133.311523,1.105,4.7585,63156,70.65,193,1,0.1993,9191,3.973,2.619,2.349,14.726
5193400,non-candidate,21.3781146,147.2124,0.906,19.359,556.1,77.42,35.4,1,0.8661,6218,4.417,1.131,1.219,15.686
2861126,non-candidate,105.5212746,145.4682374,,2.52,,,,2,,,,,,15.555
3120308,non-candidate,10.26558924,136.49645,0.663,3.879,254.6,87.56,18.8,1,0.1776,5774,4.458,0.98,1.006,14.658
5734702,candidate,392.47291,155.4624,0.761,7.867,345.6,89.83,12.2,1,0.4469,6626,3.728,2.704,1.426,12.361
9205938,candidate,199.66876,131.609,0.046,8.996,251.9,89.98,13.9,2,0.8195,5678,4.409,0.921,0.794,14.033
8394721,candidate,13.48457668,136.61808,0.011,5.0197,653.5,89.97,80.8,4,0.3395,6198,4.237,1.324,1.101,13.914
6628926,candidate,2.564012541,134.2733914,0.166,0.9433,2551.9,89.56,5.3,1,1,6274,4.139,1.428,1.024,14.121
3340165,candidate,26.092284,149.1087,0.068,6.623,122.4,89.87,12.2,1,0.7554,6346,4.362,1.214,1.241,13.98
3427776,non-candidate,4.01668015,134.240703,0.911,2.2828,38007,85.52,87.9,1,0.4435,5448,4.497,0.794,0.721,15.371
4049131,candidate,20.50588921,181.43428,0.26,4.0595,2105.5,89.62,78.5,1,0.0106,4905,4.544,0.761,0.739,15.398
10552611,candidate,7.0106324,174.57542,0.683,3.0688,327.3,87.03,48.7,2,0.4353,4908,4.567,0.782,0.824,13.448
5124667,candidate,150.8783198,206.69223,0.022,8.6797,659.9,89.99,70.6,1,0.0512,5504,3.999,1.737,1.099,12.443
5864975,candidate,98.7179332,131.58694,0.588,6.593,7320,89.68,124.4,1,0.126,5808,4.583,0.786,0.871,15.7
5388229,non-candidate,0.61810542,131.74488,1.2326,6.666,12264,22.92,118.7,1,,5371,4.403,0.949,0.83,14.684
5087223,candidate,5.62241111,132.74702,0.4026,1.185,464.1,89.38,8.5,1,,3894,4.71,0.541,0.548,15.627
10414727,non-candidate,253.40538,273.6514,0.3967,7.43,240.8,89.95,5,2,,7304,4.151,1.69,1.475,12.962
7582689,candidate,8.70312154,140.15531,0.886,4.807,32,82.35,13,3,0.0344,6006,4.403,1.082,1.081,11.973
5895588,non-candidate,0.849277809,132.17649,1.187,3.137,690.8,25.62,17.1,1,0.8406,5743,4.553,0.853,0.949,15.845
7373451,candidate,226.8904775,207.35971,0.731,7.558,3136.4,89.76,46.8,2,0.7699,5067,4.585,0.75,0.789,15.859
3098197,non-candidate,30.47639859,156.24007,0.92,17.9728,130570,86.57,236.2,1,0,5913,4.585,0.787,0.874,14.84
3849155,non-candidate,1.168310132,170.604205,0.107,1.31,283.3,89.12,64.7,1,0,5509,4.487,0.857,0.821,13.831
